Rank,Player,Team,Opp,Position,Pass Yds,Pass TDs,Rush Yds,Rush TDs,Rec,Rec Yds,Rec TDs,FGM,Pts Agn,Tack,Pts
774,"Vick, Michael",PIT,@NEP,QB,26.7,0.1,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
775,"Johnson, David",ARZ,NOR,RB,0.0,0.0,7.2,0.0,0.5,4.0,0.0,0.0,0.0,0.0,1.7
776,"Givens, Chris",STL,SEA,WR,0.0,0.0,-0.1,0.0,0.6,8.6,0.0,0.0,0.0,0.0,1.6
777,"Miller, Gabe",WAS,MIA,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.6
778,"Ginn Jr., Ted",CAR,@JAC,WR,0.0,0.0,0.7,0.0,0.7,8.0,0.0,0.0,0.0,0.0,1.6
779,"Cole, Audie",MIN,@SFO,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.6
780,"Davis, Mike",SFO,MIN,RB,0.0,0.0,9.1,0.0,0.4,3.7,0.0,0.0,0.0,0.0,1.6
781,"Tuggle, Justin",HOU,KCC,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.6
782,"Klein, A.J.",CAR,@JAC,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.6
783,"Ware, Demarcus",DEN,BAL,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6
784,"Babineaux, Jonathan",ATL,PHI,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.6
785,"Rubin, Ahtyba",SEA,@STL,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6
786,"Dunn, Brandon",CHI,GBP,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6
787,"Tuitt, Stephon",PIT,@NEP,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.6
788,"Hill, Shaun",MIN,@SFO,QB,30.4,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
789,"Weems, Eric",ATL,PHI,WR,0.0,0.0,0.0,0.0,0.4,3.1,0.1,0.0,0.0,0.0,1.6
790,"Walker, Tyrunn",DET,@SDC,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5
791,"Martin, Kareem",ARZ,NOR,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.5
792,"McKinney, Benardrick",HOU,KCC,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.5
793,"Jean-Francois, Ricky ",WAS,MIA,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5
794,"Compton, Will",WAS,MIA,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.5
795,"Clark, Frank",SEA,@STL,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.5
796,"Pierce, Bernard",JAC,CAR,RB,0.0,0.0,9.8,0.1,0.1,0.2,0.0,0.0,0.0,0.0,1.5
797,"Canty, Chris",BAL,@DEN,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.5
798,"Dial, Quinton",SFO,MIN,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.5
799,"Bowman, Zackary",MIA,@WAS,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.5
800,"Doyle, Jack",IND,@BUF,TE,0.0,0.0,0.0,0.0,0.9,5.1,0.0,0.0,0.0,0.0,1.5
801,"Wilson, Kyle",NOR,@ARZ,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.5
802,"Addison, Mario",CAR,@JAC,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.5
803,"Matthews, Chris",SEA,@STL,WR,0.0,0.0,-0.0,0.0,0.6,7.9,0.0,0.0,0.0,0.0,1.5
804,"Weeden, Brandon",DAL,NYG,QB,12.9,0.3,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4
805,"Mebane, Brandon",SEA,@STL,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.4
806,"Pruitt, MyCole",MIN,@SFO,TE,0.0,0.0,0.0,0.0,0.8,6.7,0.0,0.0,0.0,0.0,1.4
807,"Helfet, Cooper",SEA,@STL,TE,0.0,0.0,0.0,0.0,0.5,4.8,0.1,0.0,0.0,0.0,1.4
808,"McPhee, Pernell",CHI,GBP,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4
809,"Bryant, Armonty",CLE,@NYJ,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4
810,"Carey, Ka'Deem",CHI,GBP,RB,0.0,0.0,10.2,0.0,0.2,1.8,0.0,0.0,0.0,0.0,1.4
811,"Owusu, Chris",NYJ,CLE,WR,0.0,0.0,0.2,0.0,0.6,5.1,0.0,0.0,0.0,0.0,1.4
812,"Snead, Willie",NOR,@ARZ,WR,0.0,0.0,-0.0,0.0,0.6,8.0,0.0,0.0,0.0,0.0,1.4
813,"Ellerbe, Dannell",NOR,@ARZ,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4
814,"Norwood, Kevin",CAR,@JAC,WR,0.0,0.0,0.0,0.0,0.6,7.4,0.0,0.0,0.0,0.0,1.4
815,"McLendon, Steve",PIT,@NEP,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.4
816,"Escobar, Gavin",DAL,NYG,TE,0.0,0.0,0.0,0.0,0.3,3.6,0.1,0.0,0.0,0.0,1.4
817,"McDaniel, Tony",TBB,TEN,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.3
818,"Mulligan, Matthew",BUF,IND,TE,0.0,0.0,0.0,0.0,0.7,6.3,0.0,0.0,0.0,0.0,1.3
819,"Selvie, George",NYG,@DAL,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.3
820,"Smith, Antonio",DEN,BAL,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.3
821,"Taylor, Jamar",MIA,@WAS,DB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3
822,"Jenkins, Jarvis",CHI,GBP,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.3
823,"Soliai, Paul",ATL,PHI,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.3
824,"Douzable, Leger",NYJ,CLE,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.3
825,"Woods, Al",TEN,@TBB,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.3
826,"Smith, Marcus",PHI,@ATL,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.3
827,"Hanna, James",DAL,NYG,TE,0.0,0.0,0.0,0.0,0.6,6.5,0.0,0.0,0.0,0.0,1.3
828,"Gabbert, Blaine",SFO,MIN,QB,11.3,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
829,"Brown, Arthur",BAL,@DEN,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.3
830,"Johnson, Steven",TEN,@TBB,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.2
831,"Murphy, Trent",WAS,MIA,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.2
832,"Boyd, Josh",GBP,@CHI,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.2
833,"Murphy, Marcus",NOR,@ARZ,RB,0.0,0.0,3.9,0.0,0.6,2.7,0.0,0.0,0.0,0.0,1.2
834,"Garoppolo, Jimmy",NEP,PIT,QB,20.7,0.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
835,"Caldwell, Andre",DEN,BAL,WR,0.0,0.0,0.2,0.0,0.5,5.5,0.0,0.0,0.0,0.0,1.2
836,"Clemens, Kellen",SDC,DET,QB,22.2,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
837,"Carrington, Alex",BUF,IND,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.2
838,"James, LaMichael",MIA,@WAS,RB,0.0,0.0,4.6,0.0,0.5,2.6,0.0,0.0,0.0,0.0,1.2
839,"Joseph, William",OAK,CIN,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.2
840,"Attaochu, Jeremiah",SDC,DET,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.1
841,"Gragg, Chris",BUF,IND,TE,0.0,0.0,0.0,0.0,0.5,5.7,0.0,0.0,0.0,0.0,1.1
842,"Tolzien, Scott",GBP,@CHI,QB,16.9,0.0,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1
843,"Thomas, Cam",PIT,@NEP,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.1
844,"West, Charcandrick",KCC,@HOU,RB,0.0,0.0,4.4,0.0,0.4,3.3,0.0,0.0,0.0,0.0,1.1
845,"Diggs, Stefon",MIN,@SFO,WR,0.0,0.0,0.0,0.0,0.2,9.4,0.0,0.0,0.0,0.0,1.1
846,"Ellis, Justin",OAK,CIN,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.1
847,"Stinson, Ed",ARZ,NOR,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.1
848,"Langford, Jeremy",CHI,GBP,RB,0.0,0.0,10.3,0.0,0.1,0.3,0.0,0.0,0.0,0.0,1.1
849,"Fairley, Nick",STL,SEA,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.1
850,"Manziel, Johnny",CLE,@NYJ,QB,12.5,0.0,1.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1
851,"Williams, Ian",SFO,MIN,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.1
852,"Bynes, Josh",DET,@SDC,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.1
853,"Redding, Cory",ARZ,NOR,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.1
854,"Jones, Jacoby",SDC,DET,WR,0.0,0.0,1.1,0.0,0.4,6.1,0.0,0.0,0.0,0.0,1.1
855,"McGloin, Matt",OAK,CIN,QB,30.6,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
856,"Davis, Kellen",NYJ,CLE,TE,0.0,0.0,0.0,0.0,0.5,5.6,0.0,0.0,0.0,0.0,1.1
857,"Melton, Henry",TBB,TEN,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
858,"Spaeth, Matt",PIT,@NEP,TE,0.0,0.0,0.0,0.0,0.3,3.3,0.1,0.0,0.0,0.0,1.0
859,"Harkey, Cory",STL,SEA,TE,0.0,0.0,0.0,0.0,0.4,3.2,0.0,0.0,0.0,0.0,1.0
860,"Kuhn, John",GBP,@CHI,RB,0.0,0.0,5.7,0.0,0.3,1.7,0.0,0.0,0.0,0.0,1.0
861,"Gray, MarQueis",BUF,IND,TE,0.0,0.0,0.1,0.0,0.5,5.1,0.0,0.0,0.0,0.0,1.0
862,"Woodley, LaMarr",ARZ,NOR,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0
863,"Rawls, Thomas",SEA,@STL,RB,0.0,0.0,6.6,0.0,0.2,1.5,0.0,0.0,0.0,0.0,1.0
864,"Ellison, Keith",BUF,IND,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0
865,"Taylor, Devin",DET,@SDC,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0
866,"Clowney, Jadeveon",HOU,KCC,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0
867,"Little, Greg",CIN,@OAK,WR,0.0,0.0,0.3,0.0,0.5,4.6,0.0,0.0,0.0,0.0,0.9
868,"Whitehurst, Charlie",TEN,@TBB,QB,13.6,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
869,"Inman, Dontrelle",SDC,DET,WR,0.0,0.0,0.0,0.0,0.4,5.3,0.0,0.0,0.0,0.0,0.9
870,"Fiedorowicz, C.J.",HOU,KCC,TE,0.0,0.0,0.0,0.0,0.3,2.3,0.1,0.0,0.0,0.0,0.9
871,"Jones, Taiwan",OAK,CIN,RB,0.0,0.0,0.8,0.0,0.4,5.5,0.0,0.0,0.0,0.0,0.9
872,"Osweiler, Brock",DEN,BAL,QB,12.0,0.1,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
873,"Walker, Vance",DEN,BAL,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.9
874,"Guy, Lawrence",BAL,@DEN,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9
875,"Houston, Lamarr",CHI,GBP,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.9
876,"Acho, Sam",CHI,GBP,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.9
877,"Miller, Zach",CHI,GBP,TE,0.0,0.0,0.0,0.0,0.5,3.5,0.0,0.0,0.0,0.0,0.9
878,"Greene, Rashad",JAC,CAR,WR,0.0,0.0,0.0,0.0,0.5,4.1,0.0,0.0,0.0,0.0,0.8
879,"Housler, Robert",CLE,@NYJ,TE,0.0,0.0,0.1,0.0,0.4,4.7,0.0,0.0,0.0,0.0,0.8
880,"Peerman, Cedric",CIN,@OAK,RB,0.0,0.0,1.2,0.0,0.4,3.4,0.0,0.0,0.0,0.0,0.8
881,"Mayowa, Benson",OAK,CIN,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8
882,"Thielen, Adam",MIN,@SFO,WR,0.0,0.0,0.0,0.0,0.3,4.4,0.0,0.0,0.0,0.0,0.8
883,"Young, Willie",CHI,GBP,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8
884,"Jones, T.J.",DET,@SDC,WR,0.0,0.0,-0.1,0.0,0.4,4.4,0.0,0.0,0.0,0.0,0.8
885,"Celek, Garrett",SFO,MIN,TE,0.0,0.0,0.0,0.0,0.3,5.1,0.0,0.0,0.0,0.0,0.8
886,"Ballard, Vick",IND,@BUF,RB,0.0,0.0,4.0,0.0,0.3,1.8,0.0,0.0,0.0,0.0,0.8
887,"Cunningham, Justice",STL,SEA,TE,0.0,0.0,0.0,0.0,0.4,2.6,0.0,0.0,0.0,0.0,0.8
888,"Moore, Dre",TBB,TEN,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8
889,"Ayers, Akeem",STL,SEA,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8
890,"Skov, Shane",SFO,MIN,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7
891,"Reynolds, Chase",STL,SEA,RB,0.0,0.0,2.2,0.0,0.3,1.9,0.0,0.0,0.0,0.0,0.7
892,"Keenum, Case",STL,SEA,QB,21.6,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
893,"Marsh, Cassius",SEA,@STL,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7
894,"Strong, Jaelen",HOU,KCC,WR,0.0,0.0,0.0,0.0,0.4,3.1,0.0,0.0,0.0,0.0,0.7
895,"Wilson, Ramik",KCC,@HOU,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7
896,"George, Jeremiah",TBB,TEN,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7
897,"James, Mike",TBB,TEN,RB,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
898,"Shepard, Russell",TBB,TEN,WR,0.0,0.0,-0.1,0.0,0.2,3.4,0.0,0.0,0.0,0.0,0.6
899,"Reynolds, LaRoy",JAC,CAR,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6
900,"Mallett, Ryan",HOU,KCC,QB,19.3,0.1,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
901,"Niklas, Troy",ARZ,NOR,TE,0.0,0.0,0.0,0.0,0.3,3.4,0.0,0.0,0.0,0.0,0.6
902,"Stocker, Luke",TBB,TEN,TE,0.0,0.0,0.0,0.0,0.4,2.3,0.0,0.0,0.0,0.0,0.6
903,"Harper, Chris",NEP,PIT,WR,0.0,0.0,0.0,0.0,0.3,2.8,0.0,0.0,0.0,0.0,0.6
904,"McDonald, Vance",SFO,MIN,TE,0.0,0.0,0.0,0.0,0.3,3.4,0.0,0.0,0.0,0.0,0.6
905,"Golston, Kedric",WAS,MIA,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6
906,"Smith, Lee",OAK,CIN,TE,0.0,0.0,0.0,0.0,0.3,2.5,0.0,0.0,0.0,0.0,0.6
907,"Grant, Ryan",WAS,MIA,WR,0.0,0.0,0.1,0.0,0.3,2.3,0.0,0.0,0.0,0.0,0.6
908,"Richardson, Bobby",NOR,@ARZ,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6
909,"Bowen, Stephen",NYJ,CLE,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6
910,"Casey, James",DEN,BAL,TE,0.0,0.0,0.0,0.0,0.1,1.5,0.1,0.0,0.0,0.0,0.6
911,"Mauti, Michael",NOR,@ARZ,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6
912,"Anderson, Derek",CAR,@JAC,QB,5.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
913,"Jacobs, Nic",JAC,CAR,TE,0.0,0.0,0.0,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.6
914,"Michael, Christine",DAL,NYG,RB,0.0,0.0,4.3,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.6
915,"Crabtree, Tom",NOR,@ARZ,TE,0.0,0.0,0.0,0.0,0.3,2.2,0.0,0.0,0.0,0.0,0.5
916,"Ford, Dee",KCC,@HOU,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5
917,"Martin, Keshawn",HOU,KCC,WR,0.0,0.0,0.0,0.0,0.3,2.5,0.0,0.0,0.0,0.0,0.5
918,"Golden, Brittan",ARZ,NOR,WR,0.0,0.0,0.0,0.0,0.2,3.3,0.0,0.0,0.0,0.0,0.5
919,"McCoy, Colt",WAS,MIA,QB,8.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
920,"Conley, Chris",KCC,@HOU,WR,0.0,0.0,-0.1,0.0,0.3,2.4,0.0,0.0,0.0,0.0,0.5
921,"Manuel, E.J.",BUF,IND,QB,6.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
922,"Harris, Dwayne",NYG,@DAL,WR,0.0,0.0,-0.1,0.0,0.3,2.5,0.0,0.0,0.0,0.0,0.5
923,"Powe, Jerrell",WAS,MIA,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5
924,"Montgomery, Ty",GBP,@CHI,WR,0.0,0.0,0.0,0.0,0.3,1.8,0.0,0.0,0.0,0.0,0.4
925,"Pryor, Terrelle",CLE,@NYJ,WR,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
926,"Heyward-Bey, Darrius",PIT,@NEP,WR,0.0,0.0,0.0,0.0,0.3,2.1,0.0,0.0,0.0,0.0,0.4
927,"Coleman, Derrick",SEA,@STL,RB,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.3
928,"Darkwa, Orleans",NYG,@DAL,RB,0.0,0.0,0.4,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.3
929,"Nelson, J.J.",ARZ,NOR,WR,0.0,0.0,-0.0,0.0,0.2,1.6,0.0,0.0,0.0,0.0,0.3
930,"Gaskins, Kendall",SFO,MIN,RB,0.0,0.0,2.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3
931,"Dawson, Paul",CIN,@OAK,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3
932,"Ajirotutu, Seyi",PHI,@ATL,WR,0.0,0.0,0.0,0.0,0.2,1.5,0.0,0.0,0.0,0.0,0.3
933,"Hammond, Frankie",KCC,@HOU,WR,0.0,0.0,0.0,0.0,0.2,1.4,0.0,0.0,0.0,0.0,0.3
934,"Washington, Corey",NYG,@DAL,WR,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.3
935,"Harris, Demetrius",KCC,@HOU,TE,0.0,0.0,0.0,0.0,0.2,1.1,0.0,0.0,0.0,0.0,0.3
936,"Cassel, Matt",BUF,IND,QB,7.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
937,"Clausen, Jimmy",CHI,GBP,QB,6.9,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
938,"Raji, B.J.",GBP,@CHI,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
939,"Johnson, Randell",BUF,IND,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
940,"Heeney, Ben",OAK,CIN,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
941,"Crowder, Jamison",WAS,MIA,WR,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.2
942,"Davis, Austin",CLE,@NYJ,QB,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
943,"Zenner, Zach",DET,@SDC,RB,0.0,0.0,0.6,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.2
944,"Williams, Brandon",CAR,@JAC,TE,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.2
945,"Paysinger, Spencer",MIA,@WAS,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
946,"Spencer, Evan",WAS,MIA,WR,0.0,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.1
947,"Jacobs, Ben",CAR,@JAC,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
948,"Jones, Dominique",DEN,BAL,TE,0.0,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.1
949,"Mariani, Marc",CHI,GBP,WR,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.1
950,"Thigpen, Marcus",BUF,IND,WR,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1
951,"Alexander, Lorenzo",OAK,CIN,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
952,"Tuel, Jeff",BUF,IND,QB,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
953,"Nassib, Ryan",NYG,@DAL,QB,7.3,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
954,"Grant, Corey",JAC,CAR,RB,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1
955,"Moore, Marlon",CLE,@NYJ,WR,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1
956,"Stevens, Craig",TEN,@TBB,TE,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
957,"McCarron, AJ",CIN,@OAK,QB,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,"Dawson, Skye",DET,@SDC,WR,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,"Supernaw, Phillip",TEN,@TBB,TE,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
960,"Moore, Matt",MIA,@WAS,QB,8.5,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,"Janis, Jeff",GBP,@CHI,WR,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0
962,"Jackson, Tarvaris",SEA,@STL,QB,0.4,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,"Daniels, B.J.",SEA,@STL,WR,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
964,"Cobb, Terrance",OAK,CIN,RB,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
965,"Orlovsky, Dan",DET,@SDC,QB,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
966,"Renfree, Sean",ATL,PHI,QB,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
967,"McCown, Luke",NOR,@ARZ,QB,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
968,"Whitehead, Lucky",DAL,NYG,WR,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
969,"Daniel, Chase",KCC,@HOU,QB,3.5,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1
970,"Schaub, Matt",BAL,@DEN,QB,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1

